year,title,keyword,percentages_nearby,snippet,url
2020,2008年政府工作报告_政府工作报告__天津市蓟州区人民政府,京津,,会落实到每个单位和家庭，形成全社会共建生态文明的良好氛围。 加快推进生态县建设。启动实施生态县规划大纲，巩固和发展创建国家园林城市成果，推进创建国家优秀旅游城市和国家卫生城市工作。以迎接北京奥运会为契机，启动“四绿工程”，建成津蓟高速公路两侧绿化带，进一步实施京津风沙源治理工程，全年造林 4.5 万亩。加强森林防火和有害生物防治，加快恢复废旧矿山创面绿化，下力增加森林资源。继续深化矿山企业治理，坚决遏制乱开乱采等违法行为。坚决打击水库、河道、耕地非法采砂活动。加强于桥水库沿岸餐馆整治后续监管。抓好环境整治，清除马路大集,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202932.html
2020,2008年政府工作报告_政府工作报告__天津市蓟州区人民政府,游客,21.4 ％,2 个。盘山金碧国际会议旅游度假中心一期工程进展顺利。盘山文化城项目完成概念性规划，一期用地进入挂牌程序。盘山北少林寺恢复工程正式启动。环秀湖休闲度假中心首期工程具备开工条件。蓟州地质博物馆和历史博物馆完成主体建设。旅游基础设施不断完善，完成盘山东路拓宽改造、游客服务中心建设项目。盘山景区被评为国家首批 5A 级景区。农家院旅游健康发展。全县接待游客 550 万人次，实现综合收入 18.5 亿元。商贸流通活跃，市场建设加快， 农村“三进工程 ”基本完成。全县社会消费品零售额达到 34 亿元，增长 21.4 ％。第三产业,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202932.html
2020,2008年政府工作报告_政府工作报告__天津市蓟州区人民政府,游客,21.4 ％,用地进入挂牌程序。盘山北少林寺恢复工程正式启动。环秀湖休闲度假中心首期工程具备开工条件。蓟州地质博物馆和历史博物馆完成主体建设。旅游基础设施不断完善，完成盘山东路拓宽改造、游客服务中心建设项目。盘山景区被评为国家首批 5A 级景区。农家院旅游健康发展。全县接待游客 550 万人次，实现综合收入 18.5 亿元。商贸流通活跃，市场建设加快， 农村“三进工程 ”基本完成。全县社会消费品零售额达到 34 亿元，增长 21.4 ％。第三产业增加值完成 57.06 亿元，占全县经济总量比重提高 2.1 个百分点，以旅游文化产业带,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202932.html
2020,2008年政府工作报告_政府工作报告__天津市蓟州区人民政府,游客,,完成蓟县城乡总体规划批报工作，完成蓟县生态建设规划、市民广场规划、蓟州古城保护规划、旧城改造规划、县域交通规划、城区水系水景规划等 9 个专项规划及 唐代文化街、欧式风情街开发建设等单项规划，体现城市文化品位、独特风格和现代化气息。继续推进基础设施建设，以方便游客旅游、方便群众出行为原则， 打造城市交通体系，蓟平高速奥运前开通、年内建成田家峪出口；环城路“五一”前完成配套工程，山前景观大道年内东路建成、西路贯通。开工建设商贸东街、迎宾西路、中昌南路、东风路等城区道路，大修京哈公路、水库南路，升级改造宝平北路、东陵路、别,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202932.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,北京,,招商引资力度。确定今年为全县招商年，广泛开展招商引资活动，形成全社会抓招商的局面。进一步深化与天津经济技术开发区、天津港保税区和天津高新技术园区的战略合作，促成一批外溢项目落户我县。下力量盯住央企和国内外 500 强大企业，盯住“长三角”、“珠三角”、港澳台及北京地区高新技术和旅游文化大项目，有效发挥各地商会、联合会作用，拓宽招商渠道，创新招商模式，深化合作招商、规划招商、园区招商、产业链招商，加速大项目、好项目的聚集。潜心研究招商引资措施，借外力激活招商，激活发展潜力，把资源优势转化为经济优势、发展优势和竞争优势。不,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,天津,12.9 ％,名联堂改造等一批景区重点工程建设。成功举办了渔阳金秋旅游节、黄崖关国际马拉松旅游、国际汽车拉力赛颁奖仪式等一系列大型活动。全年接待游客 632 万人次，增长 12.9 ％，接待能力、服务水平和蓟县对外知名度及影响力大幅提升。金融业发展较快，银政合作纵深推进，与天津银行合作建立了天津市首家、全国最大的村镇银行，与华安保险公司合作建立了涉农融资风险保证机制，现代金融服务体系正在加快形成。市场建设加快推进，商贸流通繁荣活跃，北京新世联华大型超市入蓟开业，渔阳国际物流中心项目完成注册。服务业增加值占全县经济比重达到 52.8 ,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,天津,"12.9 ％,52.8 ％",区重点工程建设。成功举办了渔阳金秋旅游节、黄崖关国际马拉松旅游、国际汽车拉力赛颁奖仪式等一系列大型活动。全年接待游客 632 万人次，增长 12.9 ％，接待能力、服务水平和蓟县对外知名度及影响力大幅提升。金融业发展较快，银政合作纵深推进，与天津银行合作建立了天津市首家、全国最大的村镇银行，与华安保险公司合作建立了涉农融资风险保证机制，现代金融服务体系正在加快形成。市场建设加快推进，商贸流通繁荣活跃，北京新世联华大型超市入蓟开业，渔阳国际物流中心项目完成注册。服务业增加值占全县经济比重达到 52.8 ％，引领作用更加显,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,天津,,官庄镇、许家台乡“公司介入型”新农村建设加快，毛家峪村“宅基地换房”一期进入分配阶段。乡村旅游规范提升工程顺利推进，建成九山顶污水处理厂和 25 个小型垃圾中转站， 66 个旅游特色村、 800 个旅游经营户通过市级认证，青山岭、郭家沟、毛家峪、常州村被评为“天津市魅力乡村”。农村基础设施建设步伐加快，大修乡村公路 166 公里，改造危桥 16 座，建成 40 个电气化村，完成 116 个村、 9.2 万人农村饮水安全工程任务。改造中低产田 5.5 万亩。新建户用沼气池 2500 座，总数达到 7000 座。全面启动农,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,天津,,目责任包干制，责任单位全程服务，一盯到底。上半年召开重大项目推动表彰会，对先进单位大张旗鼓地表彰奖励。 推进招商引资进度。主动适应外资重组、内资转移增速的新动向，加大招商引资力度。确定今年为全县招商年，广泛开展招商引资活动，形成全社会抓招商的局面。进一步深化与天津经济技术开发区、天津港保税区和天津高新技术园区的战略合作，促成一批外溢项目落户我县。下力量盯住央企和国内外 500 强大企业，盯住“长三角”、“珠三角”、港澳台及北京地区高新技术和旅游文化大项目，有效发挥各地商会、联合会作用，拓宽招商渠道，创新招商模式，深化合,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,天津,,位全程服务，一盯到底。上半年召开重大项目推动表彰会，对先进单位大张旗鼓地表彰奖励。 推进招商引资进度。主动适应外资重组、内资转移增速的新动向，加大招商引资力度。确定今年为全县招商年，广泛开展招商引资活动，形成全社会抓招商的局面。进一步深化与天津经济技术开发区、天津港保税区和天津高新技术园区的战略合作，促成一批外溢项目落户我县。下力量盯住央企和国内外 500 强大企业，盯住“长三角”、“珠三角”、港澳台及北京地区高新技术和旅游文化大项目，有效发挥各地商会、联合会作用，拓宽招商渠道，创新招商模式，深化合作招商、规划招商、园,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,天津,,盯到底。上半年召开重大项目推动表彰会，对先进单位大张旗鼓地表彰奖励。 推进招商引资进度。主动适应外资重组、内资转移增速的新动向，加大招商引资力度。确定今年为全县招商年，广泛开展招商引资活动，形成全社会抓招商的局面。进一步深化与天津经济技术开发区、天津港保税区和天津高新技术园区的战略合作，促成一批外溢项目落户我县。下力量盯住央企和国内外 500 强大企业，盯住“长三角”、“珠三角”、港澳台及北京地区高新技术和旅游文化大项目，有效发挥各地商会、联合会作用，拓宽招商渠道，创新招商模式，深化合作招商、规划招商、园区招商、产业链,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,京津,, 把加快产业结构调整、促进产业聚集作为保增长的主攻方向，依托资源优势，突出区域特色，聚集优势产业，延伸产业链条，促进优势产业集群化发展，在三次产业融合互动中实现产业结构优化升级。 以“引入消费”为重点，不断提升旅游文化产业层次和水平。依托滨海新区资源高度集中和京津两地高层人士聚集、高端群体众多、高档消费需求旺盛的无限商机，充分发挥蓟县 “京津后花园”得天独厚的旅游文化资源优势，以五大休闲度假功能区为载体，加快引入消费，聚集发展要素，带动发展以旅游、文化、餐饮、娱乐、会展与房地产业为主的现代服务业。年内启动盘龙谷文化城二,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,京津,,色，聚集优势产业，延伸产业链条，促进优势产业集群化发展，在三次产业融合互动中实现产业结构优化升级。 以“引入消费”为重点，不断提升旅游文化产业层次和水平。依托滨海新区资源高度集中和京津两地高层人士聚集、高端群体众多、高档消费需求旺盛的无限商机，充分发挥蓟县 “京津后花园”得天独厚的旅游文化资源优势，以五大休闲度假功能区为载体，加快引入消费，聚集发展要素，带动发展以旅游、文化、餐饮、娱乐、会展与房地产业为主的现代服务业。年内启动盘龙谷文化城二期工程建设，引进更多国内外知名影视、文化、传媒企业，打造世界级复合型文化产业聚集,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,京津,,主的现代服务业。年内启动盘龙谷文化城二期工程建设，引进更多国内外知名影视、文化、传媒企业，打造世界级复合型文化产业聚集区。加快盘山金碧一个酒店、六个中心建设，尽早发挥国际会议中心功能。完成盘山北少林寺恢复一期工程，突出佛教文化特色，规划少林文化产业园。推进中铁京津休闲商务区、汇森生态科技谷、泰达企业总部和新加坡中天休闲总部基地项目，朝着建设京津都市圈高端休闲商务区目标迈进。进一步完善旅游基础设施，推进旅游管理体制和经营机制改革创新，策划景区景点整体营销，积极争创“中国优秀旅游目的地”。在举办好已有大型旅游活动基础上，举,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,京津,,媒企业，打造世界级复合型文化产业聚集区。加快盘山金碧一个酒店、六个中心建设，尽早发挥国际会议中心功能。完成盘山北少林寺恢复一期工程，突出佛教文化特色，规划少林文化产业园。推进中铁京津休闲商务区、汇森生态科技谷、泰达企业总部和新加坡中天休闲总部基地项目，朝着建设京津都市圈高端休闲商务区目标迈进。进一步完善旅游基础设施，推进旅游管理体制和经营机制改革创新，策划景区景点整体营销，积极争创“中国优秀旅游目的地”。在举办好已有大型旅游活动基础上，举办首届梨花节特色旅游活动。通过打造旅游新亮点，全年接待游客人次、旅游收入分别增长 ,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,京津,,导向、科技创新为手段、质量效益为目标，走规模化、品牌化发展之路，积极构建现代农业产业体系。高标准建设设施农业园，精心打造万亩生态设施农业示范区和苗木花卉生产销售基地，建成中智示范农场南美风情园、豪美生态农业园、世纪丰优质种猪产业园，使其成为现代农业新亮点。瞄准京津市场，发挥区位优势，大力发展生态特色农业、观光休闲农业、出口创汇农业、高科技现代农业，新建规模化设施农业 1.8 万亩，促进全县现代农业加快发展。积极推进农业标准化建设，扩大绿色食品、有机食品基地面积，全面提升农产品质量安全水平，加大力量实施品牌战略，打造知名,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,游客,12.9 ％,盘山为重点的旅游文化产业集群逐渐显现。毛家峪体育公园抓紧施工。大通山水郡五星级酒店开业。完成了盘山“三盘暮雨”景观改造、黄崖关长城名联堂改造等一批景区重点工程建设。成功举办了渔阳金秋旅游节、黄崖关国际马拉松旅游、国际汽车拉力赛颁奖仪式等一系列大型活动。全年接待游客 632 万人次，增长 12.9 ％，接待能力、服务水平和蓟县对外知名度及影响力大幅提升。金融业发展较快，银政合作纵深推进，与天津银行合作建立了天津市首家、全国最大的村镇银行，与华安保险公司合作建立了涉农融资风险保证机制，现代金融服务体系正在加快形成。市场建设,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,游客,"13 ％,20 ％",闲总部基地项目，朝着建设京津都市圈高端休闲商务区目标迈进。进一步完善旅游基础设施，推进旅游管理体制和经营机制改革创新，策划景区景点整体营销，积极争创“中国优秀旅游目的地”。在举办好已有大型旅游活动基础上，举办首届梨花节特色旅游活动。通过打造旅游新亮点，全年接待游客人次、旅游收入分别增长 13 ％和 20 ％以上。 以“园区建设”为重点，不断促进新型工业的集群发展。学习借鉴先进地区园区建设经验，坚持规模化、专业化、高新化发展方向，高水平推进园区建设，不断完善载体功能，突出产业特色，吸引更多企业、更多发展要素向园区集聚。落,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,2009年政府工作报告_政府工作报告__天津市蓟州区人民政府,京津市场,,导向、科技创新为手段、质量效益为目标，走规模化、品牌化发展之路，积极构建现代农业产业体系。高标准建设设施农业园，精心打造万亩生态设施农业示范区和苗木花卉生产销售基地，建成中智示范农场南美风情园、豪美生态农业园、世纪丰优质种猪产业园，使其成为现代农业新亮点。瞄准京津市场，发挥区位优势，大力发展生态特色农业、观光休闲农业、出口创汇农业、高科技现代农业，新建规模化设施农业 1.8 万亩，促进全县现代农业加快发展。积极推进农业标准化建设，扩大绿色食品、有机食品基地面积，全面提升农产品质量安全水平，加大力量实施品牌战略，打造知名品牌,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5202949.html
2020,天津市蓟州区2020年政府工作报告_政府工作报告__天津市蓟州区人民政府,北京,"1%,7%", 1% ；一般公共预算收入完成 25.1 亿元；全社会固定资产投资完成 110 亿元；居民人均可支配收入达到 28428 元，增长 7% 。 （一）区域协同实现深层次融合 。主动融入京津冀协同发展，区位优势、战略价值稳步提升。强化顶层设计，完成 “ 蓟州建设环北京一小时生活圈品质城市 ” 研究论证，发展定位及路径更加明晰。紧盯北京非首都功能疏解，完成《蓟州区打造北京非首都功能高水平承接平台规划》编制，州河科技产业园基础设施全面提标，供气供热项目有序推进，载体功能更加完备。蓟州新城业态布局优化，成功落地一批文旅、商贸和高,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5203431.html
2020,天津市蓟州区2020年政府工作报告_政府工作报告__天津市蓟州区人民政府,北京,7%,成 110 亿元；居民人均可支配收入达到 28428 元，增长 7% 。 （一）区域协同实现深层次融合 。主动融入京津冀协同发展，区位优势、战略价值稳步提升。强化顶层设计，完成 “ 蓟州建设环北京一小时生活圈品质城市 ” 研究论证，发展定位及路径更加明晰。紧盯北京非首都功能疏解，完成《蓟州区打造北京非首都功能高水平承接平台规划》编制，州河科技产业园基础设施全面提标，供气供热项目有序推进，载体功能更加完备。蓟州新城业态布局优化，成功落地一批文旅、商贸和高端居住项目。坚持 “ 走出去 ” 与 “ 请进来 ” 相结合，利用津,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5203431.html
2020,天津市蓟州区2020年政府工作报告_政府工作报告__天津市蓟州区人民政府,北京,7%,达到 28428 元，增长 7% 。 （一）区域协同实现深层次融合 。主动融入京津冀协同发展，区位优势、战略价值稳步提升。强化顶层设计，完成 “ 蓟州建设环北京一小时生活圈品质城市 ” 研究论证，发展定位及路径更加明晰。紧盯北京非首都功能疏解，完成《蓟州区打造北京非首都功能高水平承接平台规划》编制，州河科技产业园基础设施全面提标，供气供热项目有序推进，载体功能更加完备。蓟州新城业态布局优化，成功落地一批文旅、商贸和高端居住项目。坚持 “ 走出去 ” 与 “ 请进来 ” 相结合，利用津洽会、厦洽会、全球区块链创新峰会，广,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5203431.html
2020,天津市蓟州区2020年政府工作报告_政府工作报告__天津市蓟州区人民政府,北京,,、以退促产，盘活园区闲置土地 500 亩。多维度提升蓟州新城魅力，推进新城一期地块出让和 8.7 万平米新增安置房建设，集聚文化旅游、金融服务、教育科研、康养度假、商务商贸等高端要素，打造休闲度假服务聚集区。 促进招商项目落地。立足生态涵养发展区定位，精准承接北京优质外溢资源，拓展与首都高校、科研院所、央企国企合作，常态化引资引税、引才引智。强化涉企服务，破解项目落地瓶颈制约，助推国通产业城、万达文化旅游及城市综合体等项目尽早开工。严格项目准入，从源头上提升招商质量。 促进区域联动共建。落实《协同区域共建机制方案》，定,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5203431.html
2020,天津市蓟州区2020年政府工作报告_政府工作报告__天津市蓟州区人民政府,河北,, 市交通运输委 市退役军人事务局 市卫生健康委 市文化和旅游局 市市场监管委 市外办 市审计局 市应急局 市医保局 市统计局 市体育局 市国资委 市信访办 市机关事务管理局 市金融局 市政务服务办 市消防救援总队 市知识产权局 市粮食和物资储备局 区政府网站 河北区 和平区 滨海新区 红桥区 南开区 河东区 河西区 津南区 西青区 东丽区 静海区 宝坻区 武清区 北辰区 宁河区 有关单位 市高法 市政协 市人大 市残联 市妇联 市地震局 市检察院 天津日报 人民网天津频道 中国文明网 北方网 天津电视台 今晚报 网站地,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5203431.html
2020,天津市蓟州区2020年政府工作报告_政府工作报告__天津市蓟州区人民政府,京津,,建设环北京一小时生活圈品质城市，打造协同发展重要城市 “ 微中心 ” 。加快实施仓桑公路东延、马营公路西延等区域连接路，打通一批瓶颈路、断头路，协调推动津承高铁和京平轨道东延前期工作。 促进载体平台优化。深化与中交集团合作，加快建设州河国家湿地公园，高标准打造京津州河绿色经济发展带。完善州河科技产业园基础设施，实现蒸汽直供、燃气直通。坚持以退促建、以退促投、以退促产，盘活园区闲置土地 500 亩。多维度提升蓟州新城魅力，推进新城一期地块出让和 8.7 万平米新增安置房建设，集聚文化旅游、金融服务、教育科研、康养度假、商,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5203431.html
2020,天津市蓟州区2020年政府工作报告_政府工作报告__天津市蓟州区人民政府,京津,,中蓟云大数据、绅名科技等项目开工建设，全年开工项目 42 个、投产项目 15 个。鼓励引导企业实施智能化改造，推广应用新技术、新工艺、新设备，提升核心竞争力。全年规上工业产值、增加值保持稳中有升。 做优现代农业。优化南蔬菜、北休闲、东生态、西苗木产业布局，打造京津冀绿色安全“大果园”和“大菜园”。深化出头岭国家级农业产业强镇创建成果，打造马伸桥蓝莓现代农业产业园，建设杨津庄芍药鲜切花基地。健全农产品电子商务体系，实施信息进村入户工程。延长产业链、提升价值链，建设高标准农田 3.21 万亩，新培育示范家庭农场 10 家，,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5203431.html
2020,天津市蓟州区2020年政府工作报告_政府工作报告__天津市蓟州区人民政府,京津,,创文步伐，践行社会主义核心价值观，提高公众文明素质。加强文物保护利用，推动非遗项目进景区、进乡村。开展文化惠民系列活动，形成区镇村三级总分馆服务网络，完成公共文化服务体系评估验收。新建一批登山步道、健身广场，更新一批村居健身器材。组织好全民健身系列活动，举办好京津冀国际公路自行车挑战赛等高水平赛事。 构建安全和谐环境。强化应急能力提升，加快建设应急指挥中心，完善区级应急协同机制，协调应急管理部森林消防队伍驻防。持续开展重点行业领域隐患排查整治，推进基层社区安全治理，严控食品安全突发事件，确保安全形势平稳有序。全面实施“,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5203431.html
2020,天津市蓟州区2020年政府工作报告_政府工作报告__天津市蓟州区人民政府,京津冀,,中蓟云大数据、绅名科技等项目开工建设，全年开工项目 42 个、投产项目 15 个。鼓励引导企业实施智能化改造，推广应用新技术、新工艺、新设备，提升核心竞争力。全年规上工业产值、增加值保持稳中有升。 做优现代农业。优化南蔬菜、北休闲、东生态、西苗木产业布局，打造京津冀绿色安全“大果园”和“大菜园”。深化出头岭国家级农业产业强镇创建成果，打造马伸桥蓝莓现代农业产业园，建设杨津庄芍药鲜切花基地。健全农产品电子商务体系，实施信息进村入户工程。延长产业链、提升价值链，建设高标准农田 3.21 万亩，新培育示范家庭农场 10 家，新,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5203431.html
2020,天津市蓟州区2020年政府工作报告_政府工作报告__天津市蓟州区人民政府,京津冀,,创文步伐，践行社会主义核心价值观，提高公众文明素质。加强文物保护利用，推动非遗项目进景区、进乡村。开展文化惠民系列活动，形成区镇村三级总分馆服务网络，完成公共文化服务体系评估验收。新建一批登山步道、健身广场，更新一批村居健身器材。组织好全民健身系列活动，举办好京津冀国际公路自行车挑战赛等高水平赛事。 构建安全和谐环境。强化应急能力提升，加快建设应急指挥中心，完善区级应急协同机制，协调应急管理部森林消防队伍驻防。持续开展重点行业领域隐患排查整治，推进基层社区安全治理，严控食品安全突发事件，确保安全形势平稳有序。全面实施“雪,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5203431.html
2020,天津市蓟州区2020年政府工作报告_政府工作报告__天津市蓟州区人民政府,游客,3%,飞越盘山 ”VR 空中游览体验项目，完成黄崖关长城创建国家 5A 级景区景观价值评定和软硬件改造提升，建成梨木台生态游步道环线。增添乡村旅游魅力， 7 个村入选第一批全国乡村旅游重点村名录， 10 个精品旅游村打造初见成效，新发展高端民宿 50 家。全年共接待游客 2800 万人次，实现综合收入 165 亿元。繁荣发展商贸物流业，州河湾夜市开街运营，东城金街满铺经营，夜间经济助推消费升级。开通农特产品快递服务直通车，电子商务实现融合发展。全年社会消费品零售额增长 3% 。新增楼宇经济载体 3 个，总面积 4.7 万平方,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5203431.html
2020,天津市蓟州区2020年政府工作报告_政府工作报告__天津市蓟州区人民政府,游客,"7%,12%",镇、精品特色村旅游服务功能，开发一批平原地区休闲农庄、特色民宿、红色展览馆、主题摄影园。坚持全链条打造，强化旅游龙头项目支撑，推动景区游、乡村游向休闲度假转型，整合激活关联产业，形成集聚效应。坚持全方位营销，加快智慧旅游建设，广泛宣传推介全域旅游品牌。全年接待游客和旅游收入分别增长 7% 和 12% 。 做大新型工业。以州河科技产业园为主阵地，聚焦高质高端高新产业，吸引更多市场前景好、科技含量高、带动能力强的项目进驻园区。强力推动中蓟云大数据、绅名科技等项目开工建设，全年开工项目 42 个、投产项目 15 个。鼓励引导,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202012/t20201227_5203431.html
2021,天津市蓟州区2021年政府工作报告_政府工作报告__天津市蓟州区人民政府,北京,,。塘承高速、京秦高速蓟州段全线贯通，搭建起 “ 两横两纵 ” 高速路网框架。津围北二线、邦喜二线、仓桑路西延、侯玉公路建成通车。京哈铁路蓟州站开通运行，正式步入动车时代，加速融入首都半小时通勤圈。 服务保障能力不断提升 。启动蓟州农品进京工程，绿色优质农品直供北京市场。国内最长的跨区域大管径输热管线工程 ——“ 蓟宝热电 ” 项目正式运营，为 “ 引热入京 ” 工程实施探索出成功经验。 联动协作能力不断提升 。深化周边地区务实合作，生态共建、旅游互动、公共服务、疫情防控高效协同。倾力开展东西部扶贫协作和支援合作，甘肃省,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202101/t20210121_5331746.html
2021,天津市蓟州区2021年政府工作报告_政府工作报告__天津市蓟州区人民政府,北京,,目标任务 区委一届十二次全会明确指出：到 2035 年，基本建成社会主义现代化新蓟州，努力成为 “ 非首都功能特色承接地 ”“ 京津城市服务保障基地 ”“ 国家休闲度假目的地 ”“ 宜居的山水文化名城 ” 。展望二 〇 三五年，以京津冀协同发展为引领，加快承接北京非首都功能疏解， “ 绿水青山 ” 高水平转化为 “ 金山银山 ” ，经济总量和城乡居民人均收入迈上新台阶；生态环境进一步优化，京津冀 “ 绿心 ” 作用充分彰显；城乡发展融合协调，公共服务与基础设施实现均衡覆盖；乡村全面振兴，成为宜居家园；文化保护传承与发展,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202101/t20210121_5331746.html
2021,天津市蓟州区2021年政府工作报告_政府工作报告__天津市蓟州区人民政府,北京,,：京平高速、京秦高速，津蓟高速、塘承高速。 2 、蓟宝热电 ：天津重大清洁能源供热建设项目，通过铺设长输管线，将蓟州区 国华、大唐两个 发电厂的热力资源输送到宝坻城区和蓟州区南部地区。 3 、引热入京 ：与京能集团合作，利用蓟州区两 个 发电厂的热力资源，保障北京地区供热。 4 、 1001 工程 ： 天津市电网提升改造工程， 到建党 100 周年时 ， 初步建成世界一流 电力 能源互联网。 5 、三地一城 ：非首都功能特色承接地，京津城市服务保障基地，国家休闲度假目的地，宜居的山水文化名城。 6 、双安双创 ：创建国,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202101/t20210121_5331746.html
2021,天津市蓟州区2021年政府工作报告_政府工作报告__天津市蓟州区人民政府,天津,,力不断提升 。深化周边地区务实合作，生态共建、旅游互动、公共服务、疫情防控高效协同。倾力开展东西部扶贫协作和支援合作，甘肃省武威市古浪县、天祝县脱贫摘帽。 五年来，生态文明深入人心，绿色底蕴更加殷实 。积极践行习近平生态文明思想，生态环境实现根本性好转， 成为天津市唯一接连获得全国 “ 绿水青山就是金山银山 ” 实践创新基地和国家生态文明建设示范区荣誉称号的行政区，连续在全国 800 多个重点生态功能区考核中位居前列，生态环境状况指数稳居全市第一。 大气质量持续改善 。关停取缔 “ 散乱污 ” 企业 976 家，整改提,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202101/t20210121_5331746.html
2021,天津市蓟州区2021年政府工作报告_政府工作报告__天津市蓟州区人民政府,天津,,津承高铁、京平轨道东延规划建设，探索推进北京公交直通蓟州，融入京津一小时生活圈、半小时通勤圈。建强经济开发区等承接载体，积极承接央企国企及分支机构、科研教育及医疗服务等功能疏解，打造非首都功能特色承接地。实施 “ 引热入京 ” 工程，推动更多绿色农品进京，保障天津优质水源供应，打造京津城市服务保障基地。做优国家全域旅游示范区，创建国家文化和旅游消费试点城市，推进智慧旅游全覆盖，打造国家休闲度假目的地，旅游收入在 2020 年基础上翻一番。构建 “ 一核两带三区 ” 发展格局，打造宜居的山水文化名城。 2 、培育生态经济,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202101/t20210121_5331746.html
2021,天津市蓟州区2021年政府工作报告_政府工作报告__天津市蓟州区人民政府,天津,,2 、蓟宝热电 ：天津重大清洁能源供热建设项目，通过铺设长输管线，将蓟州区 国华、大唐两个 发电厂的热力资源输送到宝坻城区和蓟州区南部地区。 3 、引热入京 ：与京能集团合作，利用蓟州区两 个 发电厂的热力资源，保障北京地区供热。 4 、 1001 工程 ： 天津市电网提升改造工程， 到建党 100 周年时 ， 初步建成世界一流 电力 能源互联网。 5 、三地一城 ：非首都功能特色承接地，京津城市服务保障基地，国家休闲度假目的地，宜居的山水文化名城。 6 、双安双创 ：创建国家食品安全示范城市、国家农产品质量安全区。 ,https://www.tjjz.gov.cn/zwgk/ZFGZBG_20201207/202101/t20210121_5331746.html
